Nautilus,UTILITY,true,0.0600451467268623,0.001580135440180587,0.0,0.0
Blitzcrank,UTILITY,true,0.03819709702062643,0.0,0.0,0.0
Bard,UTILITY,true,0.12465459011360147,0.0052195271722443965,6.140620202640467E-4,0.0
Elise,UTILITY,true,0.36289592760180994,0.02171945701357466,0.0018099547511312218,0.0
Seraphine,UTILITY,true,0.1306122448979592,0.0020408163265306124,0.0,0.0
Yuumi,UTILITY,true,0.058027079303675046,0.0019342359767891683,0.0,0.0
Nami,UTILITY,true,0.06393054459352802,0.0015785319652722968,0.0,0.0
Milio,UTILITY,true,0.030541012216404886,0.0,0.0,0.0
Leona,UTILITY,true,0.05094447624499141,0.0017172295363480253,0.0,0.0
Braum,UTILITY,true,0.03165630299604296,0.0,0.0,0.0
Taric,UTILITY,true,0.04505813953488372,0.0014534883720930232,0.0,0.0
TahmKench,UTILITY,true,0.09923664122137404,0.0,0.0,0.0
Senna,UTILITY,true,0.2600334448160535,0.01839464882943144,0.0016722408026755853,0.0
Rell,UTILITY,true,0.07007661108607481,6.759801712483101E-4,0.0,0.0
Alistar,UTILITY,true,0.0327455919395466,6.297229219143577E-4,0.0,0.0
Soraka,UTILITY,true,0.025911708253358926,0.0,0.0,0.0
Maokai,UTILITY,true,0.043333333333333335,0.0,0.0,0.0
Janna,UTILITY,true,0.05553218342448465,4.2069835927639884E-4,0.0,0.0
FiddleSticks,UTILITY,true,0.07265774378585087,0.0019120458891013384,0.0,0.0
Renata,UTILITY,true,0.05387931034482758,0.004310344827586207,0.0,0.0
Rakan,UTILITY,true,0.043217665615141954,9.463722397476341E-4,0.0,0.0
Lulu,UTILITY,true,0.06661619984859955,7.57002271006813E-4,0.0,0.0
Poppy,UTILITY,true,0.11893939393939394,0.0030303030303030303,0.0,0.0
Pyke,UTILITY,true,0.6960567124501551,0.10899424014178112,0.01329198050509526,0.002658396101019052
Lux,UTILITY,true,0.19047619047619047,0.011904761904761904,0.0,0.0
Karma,UTILITY,true,0.06030150753768844,0.002512562814070352,0.0,0.0
Sona,UTILITY,true,0.1374113475177305,0.005319148936170213,0.0,0.0
Thresh,UTILITY,true,0.05565217391304348,4.347826086956522E-4,0.0,0.0
Zilean,UTILITY,true,0.04852686308492201,0.0,0.0,0.0
Amumu,UTILITY,true,0.08823529411764706,0.004901960784313725,0.0,0.0
Neeko,UTILITY,true,0.1596130592503023,0.004232164449818622,0.0,0.0
Nautilus,UTILITY,false,0.04060593309488744,0.0012623606143488324,2.1039343572480537E-4,0.0
Blitzcrank,UTILITY,false,0.03117692907248636,0.0,0.0,0.0
Bard,UTILITY,false,0.06366918280275681,0.002297341647522153,0.0,0.0
Elise,UTILITY,false,0.16651248843663274,0.004625346901017576,0.0,0.0
Seraphine,UTILITY,false,0.07775377969762419,0.0021598272138228943,0.0,0.0
Yuumi,UTILITY,false,0.038394415357766144,0.0017452006980802793,0.0,0.0
Nami,UTILITY,false,0.03567274137262505,0.0,0.0,0.0
Milio,UTILITY,false,0.029064486830154404,0.0018165304268846503,0.0,0.0
Leona,UTILITY,false,0.029850746268656716,0.001544004117344313,0.0,0.0
Braum,UTILITY,false,0.01859504132231405,0.0010330578512396695,0.0,0.0
Taric,UTILITY,false,0.02689873417721519,0.0,0.0,0.0
TahmKench,UTILITY,false,0.09239130434782608,0.0,0.0,0.0
Senna,UTILITY,false,0.10224438902743142,0.0016625103906899418,8.312551953449709E-4,0.0
Rell,UTILITY,false,0.04376470588235294,0.001176470588235294,0.0,0.0
Alistar,UTILITY,false,0.01881894873458793,9.73393900064893E-4,0.0,0.0
Soraka,UTILITY,false,0.025201612903225805,0.0010080645161290322,0.0,0.0
Maokai,UTILITY,false,0.048859934853420196,0.0,0.0,0.0
Janna,UTILITY,false,0.03432282003710575,4.6382189239332097E-4,4.6382189239332097E-4,0.0
FiddleSticks,UTILITY,false,0.07221006564551423,0.0,0.0,0.0
Renata,UTILITY,false,0.037037037037037035,0.0,0.0,0.0
Rakan,UTILITY,false,0.021364795918367346,6.377551020408163E-4,0.0,0.0
Lulu,UTILITY,false,0.037999224505622334,0.0,0.0,0.0
Poppy,UTILITY,false,0.05588993981083405,0.0,0.0,0.0
Pyke,UTILITY,false,0.34995340167753963,0.025629077353215284,0.001863932898415657,0.0
Karma,UTILITY,false,0.04030780505679736,0.0010993037742762918,0.0,0.0
Lux,UTILITY,false,0.13541666666666666,0.0020833333333333333,0.0,0.0
Sona,UTILITY,false,0.06502636203866433,0.004393673110720563,0.0,0.0
Thresh,UTILITY,false,0.025617977528089888,8.988764044943821E-4,0.0,0.0
Zilean,UTILITY,false,0.025041736227045076,0.0,0.0,0.0
Amumu,UTILITY,false,0.05555555555555555,0.0,0.0,0.0
Neeko,UTILITY,false,0.08498253783469151,0.002910360884749709,0.0,0.0
Irelia,TOP,true,0.6875,0.09134615384615384,0.009615384615384616,0.0016025641025641025
Sion,TOP,true,0.20741758241758243,0.015567765567765568,4.578754578754579E-4,0.0
Camille,TOP,true,0.5722433460076045,0.08840304182509506,0.012357414448669201,0.0028517110266159697
Riven,TOP,true,0.8403755868544601,0.13791079812206572,0.01232394366197183,0.0035211267605633804
Vladimir,TOP,true,0.7156580211335255,0.14505283381364073,0.01921229586935639,0.0019212295869356388
Ornn,TOP,true,0.1559633027522936,0.0050968399592252805,0.0,0.0
Urgot,TOP,true,0.6285714285714286,0.06233766233766234,0.005194805194805195,0.0
Tryndamere,TOP,true,0.6188118811881188,0.11138613861386139,0.022277227722772276,0.007425742574257425
DrMundo,TOP,true,0.4107551487414188,0.059496567505720827,0.006864988558352402,0.0011441647597254005
Kayle,TOP,true,0.7018779342723005,0.13145539906103287,0.023474178403755867,0.0
Illaoi,TOP,true,0.5458015267175572,0.07633587786259542,0.007633587786259542,0.0
Gragas,TOP,true,0.3093777388255916,0.029798422436459245,8.764241893076249E-4,0.0
Heimerdinger,TOP,true,0.37218045112781956,0.03007518796992481,0.007518796992481203,0.0
Mordekaiser,TOP,true,0.5823665893271461,0.06264501160092807,0.016241299303944315,0.004640371229698376
Garen,TOP,true,0.5157657657657657,0.06531531531531531,0.006756756756756757,0.0
Aurora,TOP,true,0.637291280148423,0.0862708719851577,0.01020408163265306,0.0018552875695732839
Warwick,TOP,true,0.6113138686131386,0.07846715328467153,0.01824817518248175,0.0
Kennen,TOP,true,0.6618705035971223,0.08872901678657075,0.009592326139088728,0.0
Sett,TOP,true,0.5705596107055961,0.08029197080291971,0.0036496350364963502,0.0024330900243309003
Nasus,TOP,true,0.44692737430167595,0.0223463687150838,0.00558659217877095,0.0
Kled,TOP,true,0.4375,0.05113636363636364,0.007575757575757576,0.003787878787878788
Vayne,TOP,true,1.0664010624169986,0.23771580345285526,0.04780876494023904,0.010624169986719787
Aatrox,TOP,true,0.56511175898931,0.08746355685131195,0.011175898931000973,0.0014577259475218659
Gwen,TOP,true,0.6573333333333333,0.102,0.008,0.0013333333333333333
Renekton,TOP,true,0.4852607709750567,0.07142857142857142,0.006235827664399093,0.0
Malphite,TOP,true,0.22857142857142856,0.006211180124223602,0.0012422360248447205,0.0
Chogath,TOP,true,0.45828295042321643,0.053204353083434096,0.0048367593712212815,0.0
Rumble,TOP,true,0.5362134688691232,0.07560355781448538,0.0063532401524777635,6.353240152477764E-4
Gangplank,TOP,true,0.6989690721649484,0.14123711340206185,0.01958762886597938,0.003092783505154639
Quinn,TOP,true,0.75,0.09228187919463088,0.01174496644295302,0.0
Gnar,TOP,true,0.4168819982773471,0.03359173126614987,0.0017226528854435831,0.0
Jayce,TOP,true,0.5755366545159983,0.07776427703523693,0.010530579181855002,0.001215066828675577
Olaf,TOP,true,0.8839285714285714,0.14107142857142857,0.023214285714285715,0.0035714285714285713
