15,18.25
16,4.34
17,1.39
18,7.36
19,6.72
20,5.29
21,5.4
22,5.72
23,5.61
24,5.3
25,5.83
26,5.88
27,5.13
28,4.04
29,2.79
30,2.43
31,1.5
32,1.42
33,1.4
34,0.97
35,0.82
36,0.73
37,0.33
38,0.31
39,0.27
40,0.24
41,0.15
42,0.08
43,0.09
44,0.08
45,0.03
46,0.03
47,0.03
48,0.01
49,0.01
50,0.02
51,0.02
