1762183469006,1537,7591052254,15.21.721.8442,EUW1,400,100,True,10,True,True,0,2,3,1,200,False,2,False,False,0,1,0,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,132,100,3,True,0,0,2,3,2,0,0,0,0,0,0,0,17231,17,90,Malzahar,9,2,9,MIDDLE,MIDDLE,2,8569,14841,8569,3,1,9,1,0,16,False,False,False,0,0,0,0,40,77,90,7,4,12,2,4,1100,18794,19895,0,0,0,207
1761918360222,1883,7587559610,15.21.721.8442,EUW1,400,100,False,3,True,False,0,1,0,1,200,True,7,False,True,1,3,3,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,200,8,True,0,0,0,5,0,0,0,0,0,0,0,0,21085,18,90,Malzahar,14,2,4,MIDDLE,MIDDLE,6,6398,21012,6398,2,0,12,0,0,17,False,True,False,1,0,0,0,52,95,98,13,4,12,2,5,1112,30631,31974,0,4,0,235
1761915380198,2659,7587514783,15.21.721.8442,EUW1,400,100,True,8,False,True,2,4,0,0,200,False,8,True,False,0,3,3,1,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,200,8,False,0,0,0,6,0,0,0,0,0,0,0,0,24471,18,90,Malzahar,5,8,13,MIDDLE,MIDDLE,4,4446,19128,4446,2,0,18,0,0,30,False,False,False,0,0,0,0,83,106,110,10,4,12,3,4,805,34610,35527,1,0,0,274
1761913324231,1738,7587486928,15.21.721.8442,EUW1,400,100,True,11,True,False,1,3,0,1,200,False,1,False,False,0,1,3,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,100,5,True,0,0,0,0,2,0,0,0,0,0,0,0,10885,13,78,Poppy,1,2,7,UTILITY,BOTTOM,0,1366,3235,1366,0,1,29,7,0,57,False,False,False,0,0,0,0,31,16,16,6,4,7,2,6,5183,900,6084,0,0,0,30
1761581936311,1464,7583345743,15.21.721.8442,EUW1,400,100,False,3,False,False,0,1,0,0,200,True,5,True,False,0,2,3,1,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,100,3,False,0,2,0,1,0,0,0,0,0,0,0,0,11532,14,90,Malzahar,4,3,1,MIDDLE,MIDDLE,0,407,407,407,0,0,9,0,0,12,False,True,False,0,0,0,0,41,68,68,5,4,12,3,4,261,15849,16110,0,0,0,184
1761574364861,2313,7583204433,15.21.721.8442,EUW1,400,100,True,8,True,True,1,2,3,1,200,False,8,False,False,0,3,0,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,200,8,False,0,0,0,6,0,0,1,0,0,0,0,0,20769,18,90,Malzahar,6,6,7,MIDDLE,MIDDLE,4,5557,6621,5557,3,1,16,4,0,33,False,False,False,0,0,0,0,61,112,115,9,4,12,4,4,740,35434,36446,0,4,0,315
1761514814445,1569,7582697627,15.21.721.8442,EUW1,400,100,True,9,True,True,0,3,3,0,200,False,1,False,False,0,1,0,1,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,100,3,True,0,0,0,1,0,0,0,0,0,0,0,0,16877,17,90,Malzahar,7,3,9,MIDDLE,MIDDLE,4,7076,16939,7076,3,0,9,0,0,16,False,True,False,0,0,0,0,57,90,80,6,4,12,2,3,529,16214,16744,0,4,0,197
1761512768098,1718,7582640625,15.21.721.8442,EUW1,400,100,True,11,True,True,1,3,0,1,200,False,3,False,False,0,0,3,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,100,3,True,0,0,0,2,0,0,0,0,0,0,0,0,16047,16,90,Malzahar,2,5,11,MIDDLE,MIDDLE,0,5660,7101,5660,2,1,11,0,0,18,False,False,False,0,0,0,0,57,77,80,7,4,12,4,4,820,14770,15806,0,0,0,187
1761509533302,2868,7582546489,15.21.721.8442,EUW1,400,100,True,13,True,False,2,4,2,1,200,False,6,False,True,1,3,1,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,131,100,3,True,0,0,0,2,0,0,0,0,0,0,0,0,25505,18,90,Malzahar,10,15,16,MIDDLE,MIDDLE,4,5219,12821,5219,0,0,18,3,0,34,False,False,False,1,0,0,0,67,108,119,13,4,12,4,7,544,35395,36594,0,0,0,281
1761319231031,2093,7579428908,15.21.721.4012,EUW1,400,100,True,9,False,False,0,4,3,1,200,False,3,True,False,0,1,0,0,CEor-Xx-H6vyJB1Neocbkdf-imX6nGv2cMotGOAOGuCiXsLWHaqVFd_w7Ez_dRrHf37d1oTvjPSimQ,Happy Hunt,7664,-a4x4VUxFJfpuIPh1xt2BKxPjd0KLs2bHln9gH0KyZnmvk7vUBZdM96YEg,130,100,3,True,0,0,0,4,0,0,0,0,0,0,0,0,19657,18,90,Malzahar,6,5,18,MIDDLE,MIDDLE,8,4790,14106,4790,3,1,14,0,0,23,False,True,False,0,0,0,0,57,104,112,10,4,12,3,4,1018,33760,35142,1,0,4,245
